store,week,category,subcategory,unit,consumption,waste,consumption_with_waste
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Specialty Milk,Almond Milk,ml,295.735,20.70145,316.43645000000004
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Specialty Milk,Coconut Milk,ml,502.7495,35.192465000000006,537.941965
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Syrups,Chocolate Sauce,pump,92.0,0.0,92.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Syrups,Coconut Syrup,pump,32.0,0.0,32.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Syrups,Dragon Fruit Syrup,pump,50.0,0.0,50.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Syrups,Hazelnut Syrup,pump,10.0,0.0,10.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Syrups,Rose Syrup,pump,4.0,0.0,4.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Syrups,Sweetner syrup (optional),pump,42.0,0.0,42.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Syrups,Syrup (Customer's Choice),pump,71.0,0.0,71.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-02-23/2026-03-01,Syrups,Syrup (Optional),pump,469.0,0.0,469.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Coffee,,g,7394.0,517.58,7911.58
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Coffee,,ml,10056.99,703.9893000000001,10760.979299999999
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Dairy,Coconut Cold Foam,ml,739.3375000000001,51.753625000000014,791.0911250000001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Dairy,Cold Cappuccino Foam,ml,118.294,8.28058,126.57458
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Dairy,Cold Milk,ml,11356.224,794.93568,12151.15968
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Dairy,Cream Base,g,7.0,0.49000000000000005,7.49
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Dairy,Greek Yogurt,g,8.0,0.56,8.56
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Dairy,Milk,ml,38001.9475,2660.1363250000004,40662.083825
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Dairy,Whipped Cream,ml,9.0,0.6300000000000001,9.63
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Dairy,Whipped Cream (Optional),ml,30.0,2.1,32.1
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Specialty Milk,Almond Milk,ml,266.1615,18.631305,284.792805
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Specialty Milk,Coconut Milk,ml,118.294,8.28058,126.57458
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Syrups,Chocolate Sauce,pump,75.0,0.0,75.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Syrups,Coconut Syrup,pump,50.0,0.0,50.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Syrups,Dragon Fruit Syrup,pump,42.0,0.0,42.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Syrups,Hazelnut Syrup,pump,9.0,0.0,9.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Syrups,Sweetner syrup (optional),pump,37.0,0.0,37.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Syrups,Syrup (Customer's Choice),pump,45.0,0.0,45.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-02/2026-03-08,Syrups,Syrup (Optional),pump,433.0,0.0,433.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Coffee,,g,9544.5,668.115,10212.615
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Coffee,,ml,17393.468,1217.5427600000003,18611.01076
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Dairy,Coconut Cold Foam,ml,961.1387500000001,67.27971250000002,1028.4184625
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Dairy,Cold Cappuccino Foam,ml,59.147,4.14029,63.28729
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Dairy,Cold Milk,ml,12775.752,894.3026400000001,13670.05464
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Dairy,Cream Base,g,10.5,0.7350000000000001,11.235
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Dairy,Greek Yogurt,g,9.0,0.6300000000000001,9.63
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Dairy,Milk,ml,45513.616500000004,3185.9531550000006,48699.56965500001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Dairy,Whipped Cream,ml,11.0,0.77,11.77
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Dairy,Whipped Cream (Optional),ml,59.0,4.130000000000001,63.13
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Specialty Milk,Almond Milk,ml,561.8965000000001,39.332755000000006,601.2292550000001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Specialty Milk,Coconut Milk,ml,88.7205,6.210435,94.930935
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Syrups,Chocolate Sauce,pump,126.0,0.0,126.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Syrups,Coconut Syrup,pump,58.0,0.0,58.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Syrups,Dragon Fruit Syrup,pump,61.0,0.0,61.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Syrups,Hazelnut Syrup,pump,19.0,0.0,19.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Syrups,Sweetner syrup (optional),pump,65.0,0.0,65.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Syrups,Syrup (Customer's Choice),pump,68.0,0.0,68.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-09/2026-03-15,Syrups,Syrup (Optional),pump,542.0,0.0,542.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Coffee,,g,10109.5,707.6650000000001,10817.165
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Coffee,,ml,12547.664,878.3364800000002,13426.00048
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Dairy,Coconut Cold Foam,ml,887.2049999999999,62.104350000000004,949.3093499999999
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Dairy,Cold Milk,ml,14491.015,1014.3710500000001,15505.38605
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Dairy,Cream Base,g,14.0,0.9800000000000001,14.98
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Dairy,Greek Yogurt,g,8.0,0.56,8.56
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Dairy,Milk,ml,49535.6125,3467.4928750000004,53003.10537500001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Dairy,Whipped Cream,ml,2.0,0.14,2.14
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Dairy,Whipped Cream (Optional),ml,59.0,4.130000000000001,63.13
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Specialty Milk,Almond Milk,ml,1715.263,120.06841,1835.33141
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Specialty Milk,Coconut Milk,ml,473.176,33.12232,506.29832
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Syrups,Chocolate Sauce,pump,129.0,0.0,129.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Syrups,Coconut Syrup,pump,57.0,0.0,57.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Syrups,Dragon Fruit Syrup,pump,67.0,0.0,67.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Syrups,Hazelnut Syrup,pump,58.0,0.0,58.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Syrups,Sweetner syrup (optional),pump,50.0,0.0,50.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Syrups,Syrup (Customer's Choice),pump,97.0,0.0,97.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-16/2026-03-22,Syrups,Syrup (Optional),pump,620.0,0.0,620.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Coffee,,g,9905.0,693.35,10598.35
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Coffee,,ml,15621.307999999999,1093.49156,16714.79956
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Dairy,Coconut Cold Foam,ml,887.205,62.10435000000001,949.30935
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Dairy,Cold Milk,ml,18098.982,1266.92874,19365.91074
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Dairy,Cream Base,g,14.0,0.9800000000000001,14.98
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Dairy,Greek Yogurt,g,9.0,0.6300000000000001,9.63
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Dairy,Milk,ml,35665.640999999996,2496.59487,38162.23587
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Dairy,Whipped Cream,ml,2.0,0.14,2.14
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Dairy,Whipped Cream (Optional),ml,54.0,3.7800000000000002,57.78
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Specialty Milk,Almond Milk,ml,1360.3809999999999,95.22667,1455.6076699999999
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Specialty Milk,Coconut Milk,ml,325.3085,22.771595,348.080095
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Syrups,Chocolate Sauce,pump,140.0,0.0,140.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Syrups,Coconut Syrup,pump,61.0,0.0,61.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Syrups,Dragon Fruit Syrup,pump,79.0,0.0,79.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Syrups,Hazelnut Syrup,pump,46.0,0.0,46.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Syrups,Rose Syrup,pump,4.0,0.0,4.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Syrups,Sweetner syrup (optional),pump,46.0,0.0,46.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Syrups,Syrup (Customer's Choice),pump,53.0,0.0,53.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-23/2026-03-29,Syrups,Syrup (Optional),pump,556.0,0.0,556.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Coffee,,g,10207.5,714.5250000000001,10922.025
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Coffee,,ml,16923.542,1184.6479400000003,18108.18994
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Dairy,Coconut Cold Foam,ml,1404.74125,98.33188750000001,1503.0731375
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Dairy,Cold Cappuccino Foam,ml,59.147,4.14029,63.28729
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Dairy,Cold Milk,ml,13367.222000000002,935.7055400000002,14302.927540000002
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Dairy,Cream Base,g,10.5,0.7350000000000001,11.235
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Dairy,Greek Yogurt,g,6.0,0.42000000000000004,6.42
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Dairy,Milk,ml,45336.1755,3173.5322850000002,48509.707785
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Dairy,Whipped Cream,ml,15.0,1.05,16.05
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Dairy,Whipped Cream (Optional),ml,64.0,4.48,68.48
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Specialty Milk,Almond Milk,ml,709.764,49.68348,759.44748
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Specialty Milk,Coconut Milk,ml,591.47,41.4029,632.8729000000001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Syrups,Chocolate Sauce,pump,138.0,0.0,138.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Syrups,Coconut Syrup,pump,87.0,0.0,87.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Syrups,Dragon Fruit Syrup,pump,53.0,0.0,53.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Syrups,Hazelnut Syrup,pump,24.0,0.0,24.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Syrups,Sweetner syrup (optional),pump,27.0,0.0,27.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Syrups,Syrup (Customer's Choice),pump,114.0,0.0,114.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-03-30/2026-04-05,Syrups,Syrup (Optional),pump,620.0,0.0,620.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Coffee,,g,9270.0,648.9000000000001,9918.9
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Coffee,,ml,12664.708,886.5295600000002,13551.237560000001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Dairy,Coconut Cold Foam,ml,1182.94,82.8058,1265.7458000000001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Dairy,Cold Milk,ml,13722.104000000001,960.5472800000002,14682.651280000002
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Dairy,Greek Yogurt,g,8.0,0.56,8.56
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Dairy,Milk,ml,41521.193999999996,2906.48358,44427.677579999996
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Dairy,Whipped Cream,ml,12.0,0.8400000000000001,12.84
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Dairy,Whipped Cream (Optional),ml,44.0,3.08,47.08
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Specialty Milk,Almond Milk,ml,1064.646,74.52522,1139.17122
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Specialty Milk,Coconut Milk,ml,236.588,16.56116,253.14916
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Syrups,Chocolate Sauce,pump,89.0,0.0,89.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Syrups,Coconut Syrup,pump,70.0,0.0,70.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Syrups,Dragon Fruit Syrup,pump,78.0,0.0,78.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Syrups,Hazelnut Syrup,pump,36.0,0.0,36.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Syrups,Sweetner syrup (optional),pump,22.0,0.0,22.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Syrups,Syrup (Customer's Choice),pump,74.0,0.0,74.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-06/2026-04-12,Syrups,Syrup (Optional),pump,609.0,0.0,609.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Coffee,,g,9877.5,691.4250000000001,10568.925
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Coffee,,ml,14554.412,1018.8088400000001,15573.22084
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Dairy,Coconut Cold Foam,ml,887.205,62.10435000000001,949.30935
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Dairy,Cold Milk,ml,14727.603,1030.93221,15758.535209999998
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Dairy,Cream Base,g,10.5,0.7350000000000001,11.235
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Dairy,Greek Yogurt,g,7.0,0.49000000000000005,7.49
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Dairy,Milk,ml,37942.8005,2655.996035,40598.796535
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Dairy,Whipped Cream,ml,6.0,0.42000000000000004,6.42
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Dairy,Whipped Cream (Optional),ml,56.0,3.9200000000000004,59.92
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Specialty Milk,Almond Milk,ml,325.3085,22.771595,348.080095
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Specialty Milk,Coconut Milk,ml,591.47,41.4029,632.8729000000001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Syrups,Chocolate Sauce,pump,127.0,0.0,127.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Syrups,Coconut Syrup,pump,54.0,0.0,54.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Syrups,Dragon Fruit Syrup,pump,43.0,0.0,43.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Syrups,Hazelnut Syrup,pump,11.0,0.0,11.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Syrups,Sweetner syrup (optional),pump,31.0,0.0,31.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Syrups,Syrup (Customer's Choice),pump,97.0,0.0,97.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-13/2026-04-19,Syrups,Syrup (Optional),pump,545.0,0.0,545.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Coffee,,g,10078.0,705.46,10783.46
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Coffee,,ml,14318.324,1002.2826800000001,15320.60668
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Dairy,Coconut Cold Foam,ml,1404.74125,98.33188750000001,1503.0731375
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Dairy,Cold Cappuccino Foam,ml,177.441,12.42087,189.86187
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Dairy,Cold Milk,ml,13662.957,956.4069900000001,14619.36399
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Dairy,Cream Base,g,10.5,0.7350000000000001,11.235
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Dairy,Greek Yogurt,g,18.0,1.2600000000000002,19.26
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Dairy,Milk,ml,38741.285,2711.8899500000007,41453.17495
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Dairy,Whipped Cream,ml,2.0,0.14,2.14
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Dairy,Whipped Cream (Optional),ml,47.0,3.2900000000000005,50.29
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Specialty Milk,Almond Milk,ml,532.323,37.26261,569.58561
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Specialty Milk,Coconut Milk,ml,443.60249999999996,31.052175000000002,474.65467499999994
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Syrups,Chocolate Sauce,pump,113.0,0.0,113.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Syrups,Coconut Syrup,pump,84.0,0.0,84.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Syrups,Dragon Fruit Syrup,pump,51.0,0.0,51.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Syrups,Hazelnut Syrup,pump,18.0,0.0,18.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Syrups,Sweetner syrup (optional),pump,35.0,0.0,35.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Syrups,Syrup (Customer's Choice),pump,58.0,0.0,58.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-20/2026-04-26,Syrups,Syrup (Optional),pump,539.0,0.0,539.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Coffee,,g,7417.0,519.19,7936.1900000000005
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Coffee,,ml,13255.178,927.86246,14183.04046
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Dairy,Coconut Cold Foam,ml,813.27125,56.928987500000005,870.2002375
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Dairy,Cold Milk,ml,8931.197,625.18379,9556.38079
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Dairy,Cream Base,g,3.5,0.24500000000000002,3.745
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Dairy,Greek Yogurt,g,16.0,1.12,17.12
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Dairy,Milk,ml,30963.4545,2167.441815,33130.896315
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Dairy,Whipped Cream,ml,4.0,0.28,4.28
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Dairy,Whipped Cream (Optional),ml,39.0,2.7300000000000004,41.730000000000004
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Specialty Milk,Almond Milk,ml,739.3375,51.75362500000001,791.091125
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Specialty Milk,Coconut Milk,ml,177.441,12.42087,189.86187
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Syrups,Chocolate Sauce,pump,75.0,0.0,75.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Syrups,Coconut Syrup,pump,45.0,0.0,45.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Syrups,Dragon Fruit Syrup,pump,78.0,0.0,78.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Syrups,Hazelnut Syrup,pump,25.0,0.0,25.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Syrups,Sweetner syrup (optional),pump,26.0,0.0,26.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Syrups,Syrup (Customer's Choice),pump,63.0,0.0,63.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-04-27/2026-05-03,Syrups,Syrup (Optional),pump,440.0,0.0,440.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Coffee,,g,8835.0,618.45,9453.45
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Coffee,,ml,11952.194,836.65358,12788.84758
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Dairy,Coconut Cold Foam,ml,887.205,62.10435000000001,949.30935
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Dairy,Cold Milk,ml,13544.663,948.1264100000001,14492.789410000001
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Dairy,Cream Base,g,7.0,0.49000000000000005,7.49
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Dairy,Greek Yogurt,g,16.0,1.12,17.12
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Dairy,Milk,ml,31702.792,2219.1954400000004,33921.987440000004
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Dairy,Whipped Cream,ml,7.0,0.49000000000000005,7.49
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Dairy,Whipped Cream (Optional),ml,41.0,2.87,43.87
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Specialty Milk,Almond Milk,ml,325.3085,22.771595,348.080095
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Syrups,Chocolate Sauce,pump,101.0,0.0,101.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Syrups,Coconut Syrup,pump,55.0,0.0,55.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Syrups,Dragon Fruit Syrup,pump,63.0,0.0,63.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Syrups,Hazelnut Syrup,pump,11.0,0.0,11.0
"Qargo Coffee Meijer #169, Bolingbrook, IL",2026-05-04/2026-05-10,Syrups,Sweetner syrup (optional),pump,49.0,0.0,49.0
