store,week,category,subcategory,unit,consumption,waste,consumption_with_waste
"Qargo Coffee Detroit, MI",2026-05-11/2026-05-17,Plastic goods,straw,straw,173.0,0.0,173.0
"Qargo Coffee Edinburg, TX",2025-12-29/2026-01-04,Plastic goods,cup_12oz,cup,18.0,0.0,18.0
"Qargo Coffee Edinburg, TX",2025-12-29/2026-01-04,Plastic goods,cup_16oz,cup,86.0,0.0,86.0
"Qargo Coffee Edinburg, TX",2025-12-29/2026-01-04,Plastic goods,cup_20oz,cup,133.0,0.0,133.0
"Qargo Coffee Edinburg, TX",2025-12-29/2026-01-04,Plastic goods,cup_24oz,cup,30.0,0.0,30.0
"Qargo Coffee Edinburg, TX",2025-12-29/2026-01-04,Plastic goods,lid,lid,267.0,0.0,267.0
"Qargo Coffee Edinburg, TX",2025-12-29/2026-01-04,Plastic goods,napkin,napkin,243.0,0.0,243.0
"Qargo Coffee Edinburg, TX",2025-12-29/2026-01-04,Plastic goods,sleeve,sleeve,88.0,0.0,88.0
"Qargo Coffee Edinburg, TX",2025-12-29/2026-01-04,Plastic goods,straw,straw,149.0,0.0,149.0
"Qargo Coffee Edinburg, TX",2026-01-05/2026-01-11,Plastic goods,cup_12oz,cup,33.0,0.0,33.0
"Qargo Coffee Edinburg, TX",2026-01-05/2026-01-11,Plastic goods,cup_16oz,cup,259.0,0.0,259.0
"Qargo Coffee Edinburg, TX",2026-01-05/2026-01-11,Plastic goods,cup_20oz,cup,288.0,0.0,288.0
"Qargo Coffee Edinburg, TX",2026-01-05/2026-01-11,Plastic goods,cup_24oz,cup,67.0,0.0,67.0
"Qargo Coffee Edinburg, TX",2026-01-05/2026-01-11,Plastic goods,lid,lid,647.0,0.0,647.0
"Qargo Coffee Edinburg, TX",2026-01-05/2026-01-11,Plastic goods,napkin,napkin,588.0,0.0,588.0
"Qargo Coffee Edinburg, TX",2026-01-05/2026-01-11,Plastic goods,sleeve,sleeve,286.0,0.0,286.0
"Qargo Coffee Edinburg, TX",2026-01-05/2026-01-11,Plastic goods,straw,straw,294.0,0.0,294.0
"Qargo Coffee Edinburg, TX",2026-01-12/2026-01-18,Plastic goods,cup_12oz,cup,28.0,0.0,28.0
"Qargo Coffee Edinburg, TX",2026-01-12/2026-01-18,Plastic goods,cup_16oz,cup,314.0,0.0,314.0
"Qargo Coffee Edinburg, TX",2026-01-12/2026-01-18,Plastic goods,cup_20oz,cup,278.0,0.0,278.0
"Qargo Coffee Edinburg, TX",2026-01-12/2026-01-18,Plastic goods,cup_24oz,cup,66.0,0.0,66.0
"Qargo Coffee Edinburg, TX",2026-01-12/2026-01-18,Plastic goods,lid,lid,686.0,0.0,686.0
"Qargo Coffee Edinburg, TX",2026-01-12/2026-01-18,Plastic goods,napkin,napkin,642.0,0.0,642.0
"Qargo Coffee Edinburg, TX",2026-01-12/2026-01-18,Plastic goods,sleeve,sleeve,292.0,0.0,292.0
"Qargo Coffee Edinburg, TX",2026-01-12/2026-01-18,Plastic goods,straw,straw,336.0,0.0,336.0
"Qargo Coffee Edinburg, TX",2026-01-19/2026-01-25,Plastic goods,cup_12oz,cup,29.0,0.0,29.0
"Qargo Coffee Edinburg, TX",2026-01-19/2026-01-25,Plastic goods,cup_16oz,cup,291.0,0.0,291.0
"Qargo Coffee Edinburg, TX",2026-01-19/2026-01-25,Plastic goods,cup_20oz,cup,280.0,0.0,280.0
"Qargo Coffee Edinburg, TX",2026-01-19/2026-01-25,Plastic goods,cup_24oz,cup,75.0,0.0,75.0
"Qargo Coffee Edinburg, TX",2026-01-19/2026-01-25,Plastic goods,lid,lid,675.0,0.0,675.0
"Qargo Coffee Edinburg, TX",2026-01-19/2026-01-25,Plastic goods,napkin,napkin,616.0,0.0,616.0
"Qargo Coffee Edinburg, TX",2026-01-19/2026-01-25,Plastic goods,sleeve,sleeve,308.0,0.0,308.0
"Qargo Coffee Edinburg, TX",2026-01-19/2026-01-25,Plastic goods,straw,straw,306.0,0.0,306.0
"Qargo Coffee Edinburg, TX",2026-01-26/2026-02-01,Plastic goods,cup_12oz,cup,31.0,0.0,31.0
"Qargo Coffee Edinburg, TX",2026-01-26/2026-02-01,Plastic goods,cup_16oz,cup,298.0,0.0,298.0
"Qargo Coffee Edinburg, TX",2026-01-26/2026-02-01,Plastic goods,cup_20oz,cup,253.0,0.0,253.0
"Qargo Coffee Edinburg, TX",2026-01-26/2026-02-01,Plastic goods,cup_24oz,cup,63.0,0.0,63.0
"Qargo Coffee Edinburg, TX",2026-01-26/2026-02-01,Plastic goods,lid,lid,645.0,0.0,645.0
"Qargo Coffee Edinburg, TX",2026-01-26/2026-02-01,Plastic goods,napkin,napkin,596.0,0.0,596.0
"Qargo Coffee Edinburg, TX",2026-01-26/2026-02-01,Plastic goods,sleeve,sleeve,285.0,0.0,285.0
"Qargo Coffee Edinburg, TX",2026-01-26/2026-02-01,Plastic goods,straw,straw,303.0,0.0,303.0
"Qargo Coffee Edinburg, TX",2026-02-02/2026-02-08,Plastic goods,cup_12oz,cup,28.0,0.0,28.0
"Qargo Coffee Edinburg, TX",2026-02-02/2026-02-08,Plastic goods,cup_16oz,cup,285.0,0.0,285.0
"Qargo Coffee Edinburg, TX",2026-02-02/2026-02-08,Plastic goods,cup_20oz,cup,248.0,0.0,248.0
"Qargo Coffee Edinburg, TX",2026-02-02/2026-02-08,Plastic goods,cup_24oz,cup,46.0,0.0,46.0
"Qargo Coffee Edinburg, TX",2026-02-02/2026-02-08,Plastic goods,lid,lid,607.0,0.0,607.0
"Qargo Coffee Edinburg, TX",2026-02-02/2026-02-08,Plastic goods,napkin,napkin,549.0,0.0,549.0
"Qargo Coffee Edinburg, TX",2026-02-02/2026-02-08,Plastic goods,sleeve,sleeve,240.0,0.0,240.0
"Qargo Coffee Edinburg, TX",2026-02-02/2026-02-08,Plastic goods,straw,straw,301.0,0.0,301.0
"Qargo Coffee Edinburg, TX",2026-02-09/2026-02-15,Plastic goods,cup_12oz,cup,30.0,0.0,30.0
"Qargo Coffee Edinburg, TX",2026-02-09/2026-02-15,Plastic goods,cup_16oz,cup,253.0,0.0,253.0
"Qargo Coffee Edinburg, TX",2026-02-09/2026-02-15,Plastic goods,cup_20oz,cup,319.0,0.0,319.0
"Qargo Coffee Edinburg, TX",2026-02-09/2026-02-15,Plastic goods,cup_24oz,cup,75.0,0.0,75.0
"Qargo Coffee Edinburg, TX",2026-02-09/2026-02-15,Plastic goods,lid,lid,677.0,0.0,677.0
"Qargo Coffee Edinburg, TX",2026-02-09/2026-02-15,Plastic goods,napkin,napkin,617.0,0.0,617.0
"Qargo Coffee Edinburg, TX",2026-02-09/2026-02-15,Plastic goods,sleeve,sleeve,255.0,0.0,255.0
"Qargo Coffee Edinburg, TX",2026-02-09/2026-02-15,Plastic goods,straw,straw,346.0,0.0,346.0
"Qargo Coffee Edinburg, TX",2026-02-16/2026-02-22,Plastic goods,cup_12oz,cup,22.0,0.0,22.0
"Qargo Coffee Edinburg, TX",2026-02-16/2026-02-22,Plastic goods,cup_16oz,cup,217.0,0.0,217.0
"Qargo Coffee Edinburg, TX",2026-02-16/2026-02-22,Plastic goods,cup_20oz,cup,241.0,0.0,241.0
"Qargo Coffee Edinburg, TX",2026-02-16/2026-02-22,Plastic goods,cup_24oz,cup,66.0,0.0,66.0
"Qargo Coffee Edinburg, TX",2026-02-16/2026-02-22,Plastic goods,lid,lid,546.0,0.0,546.0
"Qargo Coffee Edinburg, TX",2026-02-16/2026-02-22,Plastic goods,napkin,napkin,502.0,0.0,502.0
"Qargo Coffee Edinburg, TX",2026-02-16/2026-02-22,Plastic goods,sleeve,sleeve,201.0,0.0,201.0
"Qargo Coffee Edinburg, TX",2026-02-16/2026-02-22,Plastic goods,straw,straw,291.0,0.0,291.0
"Qargo Coffee Edinburg, TX",2026-02-23/2026-03-01,Plastic goods,cup_12oz,cup,31.0,0.0,31.0
"Qargo Coffee Edinburg, TX",2026-02-23/2026-03-01,Plastic goods,cup_16oz,cup,233.0,0.0,233.0
"Qargo Coffee Edinburg, TX",2026-02-23/2026-03-01,Plastic goods,cup_20oz,cup,305.0,0.0,305.0
"Qargo Coffee Edinburg, TX",2026-02-23/2026-03-01,Plastic goods,cup_24oz,cup,64.0,0.0,64.0
"Qargo Coffee Edinburg, TX",2026-02-23/2026-03-01,Plastic goods,lid,lid,633.0,0.0,633.0
"Qargo Coffee Edinburg, TX",2026-02-23/2026-03-01,Plastic goods,napkin,napkin,576.0,0.0,576.0
"Qargo Coffee Edinburg, TX",2026-02-23/2026-03-01,Plastic goods,sleeve,sleeve,239.0,0.0,239.0
"Qargo Coffee Edinburg, TX",2026-02-23/2026-03-01,Plastic goods,straw,straw,325.0,0.0,325.0
"Qargo Coffee Edinburg, TX",2026-03-02/2026-03-08,Plastic goods,cup_12oz,cup,22.0,0.0,22.0
"Qargo Coffee Edinburg, TX",2026-03-02/2026-03-08,Plastic goods,cup_16oz,cup,229.0,0.0,229.0
"Qargo Coffee Edinburg, TX",2026-03-02/2026-03-08,Plastic goods,cup_20oz,cup,298.0,0.0,298.0
"Qargo Coffee Edinburg, TX",2026-03-02/2026-03-08,Plastic goods,cup_24oz,cup,74.0,0.0,74.0
"Qargo Coffee Edinburg, TX",2026-03-02/2026-03-08,Plastic goods,lid,lid,623.0,0.0,623.0
"Qargo Coffee Edinburg, TX",2026-03-02/2026-03-08,Plastic goods,napkin,napkin,591.0,0.0,591.0
"Qargo Coffee Edinburg, TX",2026-03-02/2026-03-08,Plastic goods,sleeve,sleeve,254.0,0.0,254.0
"Qargo Coffee Edinburg, TX",2026-03-02/2026-03-08,Plastic goods,straw,straw,315.0,0.0,315.0
"Qargo Coffee Edinburg, TX",2026-03-09/2026-03-15,Plastic goods,cup_12oz,cup,25.0,0.0,25.0
"Qargo Coffee Edinburg, TX",2026-03-09/2026-03-15,Plastic goods,cup_16oz,cup,249.0,0.0,249.0
"Qargo Coffee Edinburg, TX",2026-03-09/2026-03-15,Plastic goods,cup_20oz,cup,308.0,0.0,308.0
"Qargo Coffee Edinburg, TX",2026-03-09/2026-03-15,Plastic goods,cup_24oz,cup,98.0,0.0,98.0
"Qargo Coffee Edinburg, TX",2026-03-09/2026-03-15,Plastic goods,lid,lid,680.0,0.0,680.0
"Qargo Coffee Edinburg, TX",2026-03-09/2026-03-15,Plastic goods,napkin,napkin,643.0,0.0,643.0
"Qargo Coffee Edinburg, TX",2026-03-09/2026-03-15,Plastic goods,sleeve,sleeve,247.0,0.0,247.0
"Qargo Coffee Edinburg, TX",2026-03-09/2026-03-15,Plastic goods,straw,straw,376.0,0.0,376.0
"Qargo Coffee Edinburg, TX",2026-03-16/2026-03-22,Plastic goods,cup_12oz,cup,25.0,0.0,25.0
"Qargo Coffee Edinburg, TX",2026-03-16/2026-03-22,Plastic goods,cup_16oz,cup,210.0,0.0,210.0
"Qargo Coffee Edinburg, TX",2026-03-16/2026-03-22,Plastic goods,cup_20oz,cup,245.0,0.0,245.0
"Qargo Coffee Edinburg, TX",2026-03-16/2026-03-22,Plastic goods,cup_24oz,cup,84.0,0.0,84.0
"Qargo Coffee Edinburg, TX",2026-03-16/2026-03-22,Plastic goods,lid,lid,564.0,0.0,564.0
"Qargo Coffee Edinburg, TX",2026-03-16/2026-03-22,Plastic goods,napkin,napkin,528.0,0.0,528.0
"Qargo Coffee Edinburg, TX",2026-03-16/2026-03-22,Plastic goods,sleeve,sleeve,238.0,0.0,238.0
"Qargo Coffee Edinburg, TX",2026-03-16/2026-03-22,Plastic goods,straw,straw,274.0,0.0,274.0
"Qargo Coffee Edinburg, TX",2026-03-23/2026-03-29,Plastic goods,cup_12oz,cup,28.0,0.0,28.0
"Qargo Coffee Edinburg, TX",2026-03-23/2026-03-29,Plastic goods,cup_16oz,cup,252.0,0.0,252.0
"Qargo Coffee Edinburg, TX",2026-03-23/2026-03-29,Plastic goods,cup_20oz,cup,276.0,0.0,276.0
"Qargo Coffee Edinburg, TX",2026-03-23/2026-03-29,Plastic goods,cup_24oz,cup,89.0,0.0,89.0
"Qargo Coffee Edinburg, TX",2026-03-23/2026-03-29,Plastic goods,lid,lid,645.0,0.0,645.0
"Qargo Coffee Edinburg, TX",2026-03-23/2026-03-29,Plastic goods,napkin,napkin,625.0,0.0,625.0
"Qargo Coffee Edinburg, TX",2026-03-23/2026-03-29,Plastic goods,sleeve,sleeve,271.0,0.0,271.0
"Qargo Coffee Edinburg, TX",2026-03-23/2026-03-29,Plastic goods,straw,straw,330.0,0.0,330.0
"Qargo Coffee Edinburg, TX",2026-03-30/2026-04-05,Plastic goods,cup_12oz,cup,31.0,0.0,31.0
"Qargo Coffee Edinburg, TX",2026-03-30/2026-04-05,Plastic goods,cup_16oz,cup,224.0,0.0,224.0
"Qargo Coffee Edinburg, TX",2026-03-30/2026-04-05,Plastic goods,cup_20oz,cup,315.0,0.0,315.0
"Qargo Coffee Edinburg, TX",2026-03-30/2026-04-05,Plastic goods,cup_24oz,cup,72.0,0.0,72.0
"Qargo Coffee Edinburg, TX",2026-03-30/2026-04-05,Plastic goods,lid,lid,642.0,0.0,642.0
"Qargo Coffee Edinburg, TX",2026-03-30/2026-04-05,Plastic goods,napkin,napkin,588.0,0.0,588.0
"Qargo Coffee Edinburg, TX",2026-03-30/2026-04-05,Plastic goods,sleeve,sleeve,287.0,0.0,287.0
"Qargo Coffee Edinburg, TX",2026-03-30/2026-04-05,Plastic goods,straw,straw,289.0,0.0,289.0
"Qargo Coffee Edinburg, TX",2026-04-06/2026-04-12,Plastic goods,cup_12oz,cup,23.0,0.0,23.0
"Qargo Coffee Edinburg, TX",2026-04-06/2026-04-12,Plastic goods,cup_16oz,cup,259.0,0.0,259.0
"Qargo Coffee Edinburg, TX",2026-04-06/2026-04-12,Plastic goods,cup_20oz,cup,317.0,0.0,317.0
"Qargo Coffee Edinburg, TX",2026-04-06/2026-04-12,Plastic goods,cup_24oz,cup,80.0,0.0,80.0
"Qargo Coffee Edinburg, TX",2026-04-06/2026-04-12,Plastic goods,lid,lid,679.0,0.0,679.0
"Qargo Coffee Edinburg, TX",2026-04-06/2026-04-12,Plastic goods,napkin,napkin,649.0,0.0,649.0
"Qargo Coffee Edinburg, TX",2026-04-06/2026-04-12,Plastic goods,sleeve,sleeve,271.0,0.0,271.0
"Qargo Coffee Edinburg, TX",2026-04-06/2026-04-12,Plastic goods,straw,straw,360.0,0.0,360.0
"Qargo Coffee Edinburg, TX",2026-04-13/2026-04-19,Plastic goods,cup_12oz,cup,30.0,0.0,30.0
"Qargo Coffee Edinburg, TX",2026-04-13/2026-04-19,Plastic goods,cup_16oz,cup,232.0,0.0,232.0
"Qargo Coffee Edinburg, TX",2026-04-13/2026-04-19,Plastic goods,cup_20oz,cup,245.0,0.0,245.0
"Qargo Coffee Edinburg, TX",2026-04-13/2026-04-19,Plastic goods,cup_24oz,cup,95.0,0.0,95.0
"Qargo Coffee Edinburg, TX",2026-04-13/2026-04-19,Plastic goods,lid,lid,602.0,0.0,602.0
"Qargo Coffee Edinburg, TX",2026-04-13/2026-04-19,Plastic goods,napkin,napkin,559.0,0.0,559.0
"Qargo Coffee Edinburg, TX",2026-04-13/2026-04-19,Plastic goods,sleeve,sleeve,285.0,0.0,285.0
"Qargo Coffee Edinburg, TX",2026-04-13/2026-04-19,Plastic goods,straw,straw,262.0,0.0,262.0
"Qargo Coffee Edinburg, TX",2026-04-20/2026-04-26,Plastic goods,cup_12oz,cup,38.0,0.0,38.0
"Qargo Coffee Edinburg, TX",2026-04-20/2026-04-26,Plastic goods,cup_16oz,cup,271.0,0.0,271.0
"Qargo Coffee Edinburg, TX",2026-04-20/2026-04-26,Plastic goods,cup_20oz,cup,348.0,0.0,348.0
"Qargo Coffee Edinburg, TX",2026-04-20/2026-04-26,Plastic goods,cup_24oz,cup,85.0,0.0,85.0
"Qargo Coffee Edinburg, TX",2026-04-20/2026-04-26,Plastic goods,lid,lid,742.0,0.0,742.0
"Qargo Coffee Edinburg, TX",2026-04-20/2026-04-26,Plastic goods,napkin,napkin,714.0,0.0,714.0
"Qargo Coffee Edinburg, TX",2026-04-20/2026-04-26,Plastic goods,sleeve,sleeve,296.0,0.0,296.0
"Qargo Coffee Edinburg, TX",2026-04-20/2026-04-26,Plastic goods,straw,straw,384.0,0.0,384.0
"Qargo Coffee Edinburg, TX",2026-04-27/2026-05-03,Plastic goods,cup_12oz,cup,30.0,0.0,30.0
"Qargo Coffee Edinburg, TX",2026-04-27/2026-05-03,Plastic goods,cup_16oz,cup,256.0,0.0,256.0
"Qargo Coffee Edinburg, TX",2026-04-27/2026-05-03,Plastic goods,cup_20oz,cup,245.0,0.0,245.0
"Qargo Coffee Edinburg, TX",2026-04-27/2026-05-03,Plastic goods,cup_24oz,cup,79.0,0.0,79.0
"Qargo Coffee Edinburg, TX",2026-04-27/2026-05-03,Plastic goods,lid,lid,610.0,0.0,610.0
"Qargo Coffee Edinburg, TX",2026-04-27/2026-05-03,Plastic goods,napkin,napkin,581.0,0.0,581.0
"Qargo Coffee Edinburg, TX",2026-04-27/2026-05-03,Plastic goods,sleeve,sleeve,261.0,0.0,261.0
"Qargo Coffee Edinburg, TX",2026-04-27/2026-05-03,Plastic goods,straw,straw,304.0,0.0,304.0
"Qargo Coffee Edinburg, TX",2026-05-04/2026-05-10,Plastic goods,cup_12oz,cup,28.0,0.0,28.0
"Qargo Coffee Edinburg, TX",2026-05-04/2026-05-10,Plastic goods,cup_16oz,cup,218.0,0.0,218.0
"Qargo Coffee Edinburg, TX",2026-05-04/2026-05-10,Plastic goods,cup_20oz,cup,250.0,0.0,250.0
"Qargo Coffee Edinburg, TX",2026-05-04/2026-05-10,Plastic goods,cup_24oz,cup,71.0,0.0,71.0
"Qargo Coffee Edinburg, TX",2026-05-04/2026-05-10,Plastic goods,lid,lid,567.0,0.0,567.0
"Qargo Coffee Edinburg, TX",2026-05-04/2026-05-10,Plastic goods,napkin,napkin,527.0,0.0,527.0
"Qargo Coffee Edinburg, TX",2026-05-04/2026-05-10,Plastic goods,sleeve,sleeve,228.0,0.0,228.0
"Qargo Coffee Edinburg, TX",2026-05-04/2026-05-10,Plastic goods,straw,straw,293.0,0.0,293.0
"Qargo Coffee Edinburg, TX",2026-05-11/2026-05-17,Plastic goods,cup_12oz,cup,8.0,0.0,8.0
"Qargo Coffee Edinburg, TX",2026-05-11/2026-05-17,Plastic goods,cup_16oz,cup,100.0,0.0,100.0
"Qargo Coffee Edinburg, TX",2026-05-11/2026-05-17,Plastic goods,cup_20oz,cup,127.0,0.0,127.0
"Qargo Coffee Edinburg, TX",2026-05-11/2026-05-17,Plastic goods,cup_24oz,cup,42.0,0.0,42.0
"Qargo Coffee Edinburg, TX",2026-05-11/2026-05-17,Plastic goods,lid,lid,277.0,0.0,277.0
"Qargo Coffee Edinburg, TX",2026-05-11/2026-05-17,Plastic goods,napkin,napkin,266.0,0.0,266.0
"Qargo Coffee Edinburg, TX",2026-05-11/2026-05-17,Plastic goods,sleeve,sleeve,119.0,0.0,119.0
"Qargo Coffee Edinburg, TX",2026-05-11/2026-05-17,Plastic goods,straw,straw,137.0,0.0,137.0
"Qargo Coffee Grand Prairie, TX",2026-02-16/2026-02-22,Plastic goods,cup_12oz,cup,14.0,0.0,14.0
"Qargo Coffee Grand Prairie, TX",2026-02-16/2026-02-22,Plastic goods,cup_16oz,cup,29.0,0.0,29.0
"Qargo Coffee Grand Prairie, TX",2026-02-16/2026-02-22,Plastic goods,cup_20oz,cup,64.0,0.0,64.0
"Qargo Coffee Grand Prairie, TX",2026-02-16/2026-02-22,Plastic goods,cup_24oz,cup,21.0,0.0,21.0
"Qargo Coffee Grand Prairie, TX",2026-02-16/2026-02-22,Plastic goods,lid,lid,128.0,0.0,128.0
"Qargo Coffee Grand Prairie, TX",2026-02-16/2026-02-22,Plastic goods,napkin,napkin,116.0,0.0,116.0
"Qargo Coffee Grand Prairie, TX",2026-02-16/2026-02-22,Plastic goods,sleeve,sleeve,97.0,0.0,97.0
"Qargo Coffee Grand Prairie, TX",2026-02-16/2026-02-22,Plastic goods,straw,straw,15.0,0.0,15.0
"Qargo Coffee Grand Prairie, TX",2026-02-23/2026-03-01,Plastic goods,cup_12oz,cup,29.0,0.0,29.0
"Qargo Coffee Grand Prairie, TX",2026-02-23/2026-03-01,Plastic goods,cup_16oz,cup,134.0,0.0,134.0
"Qargo Coffee Grand Prairie, TX",2026-02-23/2026-03-01,Plastic goods,cup_20oz,cup,179.0,0.0,179.0
"Qargo Coffee Grand Prairie, TX",2026-02-23/2026-03-01,Plastic goods,cup_24oz,cup,24.0,0.0,24.0
"Qargo Coffee Grand Prairie, TX",2026-02-23/2026-03-01,Plastic goods,lid,lid,366.0,0.0,366.0
"Qargo Coffee Grand Prairie, TX",2026-02-23/2026-03-01,Plastic goods,napkin,napkin,340.0,0.0,340.0
"Qargo Coffee Grand Prairie, TX",2026-02-23/2026-03-01,Plastic goods,sleeve,sleeve,209.0,0.0,209.0
"Qargo Coffee Grand Prairie, TX",2026-02-23/2026-03-01,Plastic goods,straw,straw,117.0,0.0,117.0
"Qargo Coffee Grand Prairie, TX",2026-03-02/2026-03-08,Plastic goods,cup_12oz,cup,19.0,0.0,19.0
"Qargo Coffee Grand Prairie, TX",2026-03-02/2026-03-08,Plastic goods,cup_16oz,cup,242.0,0.0,242.0
"Qargo Coffee Grand Prairie, TX",2026-03-02/2026-03-08,Plastic goods,cup_20oz,cup,273.0,0.0,273.0
"Qargo Coffee Grand Prairie, TX",2026-03-02/2026-03-08,Plastic goods,cup_24oz,cup,34.0,0.0,34.0
"Qargo Coffee Grand Prairie, TX",2026-03-02/2026-03-08,Plastic goods,lid,lid,568.0,0.0,568.0
"Qargo Coffee Grand Prairie, TX",2026-03-02/2026-03-08,Plastic goods,napkin,napkin,559.0,0.0,559.0
"Qargo Coffee Grand Prairie, TX",2026-03-02/2026-03-08,Plastic goods,sleeve,sleeve,263.0,0.0,263.0
"Qargo Coffee Grand Prairie, TX",2026-03-02/2026-03-08,Plastic goods,straw,straw,272.0,0.0,272.0
"Qargo Coffee Grand Prairie, TX",2026-03-09/2026-03-15,Plastic goods,cup_12oz,cup,42.0,0.0,42.0
"Qargo Coffee Grand Prairie, TX",2026-03-09/2026-03-15,Plastic goods,cup_16oz,cup,332.0,0.0,332.0
"Qargo Coffee Grand Prairie, TX",2026-03-09/2026-03-15,Plastic goods,cup_20oz,cup,327.0,0.0,327.0
"Qargo Coffee Grand Prairie, TX",2026-03-09/2026-03-15,Plastic goods,cup_24oz,cup,61.0,0.0,61.0
"Qargo Coffee Grand Prairie, TX",2026-03-09/2026-03-15,Plastic goods,lid,lid,762.0,0.0,762.0
"Qargo Coffee Grand Prairie, TX",2026-03-09/2026-03-15,Plastic goods,napkin,napkin,716.0,0.0,716.0
"Qargo Coffee Grand Prairie, TX",2026-03-09/2026-03-15,Plastic goods,sleeve,sleeve,350.0,0.0,350.0
"Qargo Coffee Grand Prairie, TX",2026-03-09/2026-03-15,Plastic goods,straw,straw,344.0,0.0,344.0
"Qargo Coffee Grand Prairie, TX",2026-03-16/2026-03-22,Plastic goods,cup_12oz,cup,44.0,0.0,44.0
"Qargo Coffee Grand Prairie, TX",2026-03-16/2026-03-22,Plastic goods,cup_16oz,cup,276.0,0.0,276.0
"Qargo Coffee Grand Prairie, TX",2026-03-16/2026-03-22,Plastic goods,cup_20oz,cup,431.0,0.0,431.0
"Qargo Coffee Grand Prairie, TX",2026-03-16/2026-03-22,Plastic goods,cup_24oz,cup,61.0,0.0,61.0
"Qargo Coffee Grand Prairie, TX",2026-03-16/2026-03-22,Plastic goods,lid,lid,812.0,0.0,812.0
"Qargo Coffee Grand Prairie, TX",2026-03-16/2026-03-22,Plastic goods,napkin,napkin,768.0,0.0,768.0
"Qargo Coffee Grand Prairie, TX",2026-03-16/2026-03-22,Plastic goods,sleeve,sleeve,315.0,0.0,315.0
"Qargo Coffee Grand Prairie, TX",2026-03-16/2026-03-22,Plastic goods,straw,straw,425.0,0.0,425.0
"Qargo Coffee Grand Prairie, TX",2026-03-23/2026-03-29,Plastic goods,cup_12oz,cup,32.0,0.0,32.0
"Qargo Coffee Grand Prairie, TX",2026-03-23/2026-03-29,Plastic goods,cup_16oz,cup,284.0,0.0,284.0
"Qargo Coffee Grand Prairie, TX",2026-03-23/2026-03-29,Plastic goods,cup_20oz,cup,308.0,0.0,308.0
"Qargo Coffee Grand Prairie, TX",2026-03-23/2026-03-29,Plastic goods,cup_24oz,cup,54.0,0.0,54.0
"Qargo Coffee Grand Prairie, TX",2026-03-23/2026-03-29,Plastic goods,lid,lid,678.0,0.0,678.0
"Qargo Coffee Grand Prairie, TX",2026-03-23/2026-03-29,Plastic goods,napkin,napkin,644.0,0.0,644.0
"Qargo Coffee Grand Prairie, TX",2026-03-23/2026-03-29,Plastic goods,sleeve,sleeve,281.0,0.0,281.0
"Qargo Coffee Grand Prairie, TX",2026-03-23/2026-03-29,Plastic goods,straw,straw,349.0,0.0,349.0
"Qargo Coffee Grand Prairie, TX",2026-03-30/2026-04-05,Plastic goods,cup_12oz,cup,28.0,0.0,28.0
"Qargo Coffee Grand Prairie, TX",2026-03-30/2026-04-05,Plastic goods,cup_16oz,cup,269.0,0.0,269.0
"Qargo Coffee Grand Prairie, TX",2026-03-30/2026-04-05,Plastic goods,cup_20oz,cup,299.0,0.0,299.0
"Qargo Coffee Grand Prairie, TX",2026-03-30/2026-04-05,Plastic goods,cup_24oz,cup,63.0,0.0,63.0
"Qargo Coffee Grand Prairie, TX",2026-03-30/2026-04-05,Plastic goods,lid,lid,659.0,0.0,659.0
"Qargo Coffee Grand Prairie, TX",2026-03-30/2026-04-05,Plastic goods,napkin,napkin,630.0,0.0,630.0
"Qargo Coffee Grand Prairie, TX",2026-03-30/2026-04-05,Plastic goods,sleeve,sleeve,287.0,0.0,287.0
"Qargo Coffee Grand Prairie, TX",2026-03-30/2026-04-05,Plastic goods,straw,straw,329.0,0.0,329.0
"Qargo Coffee Grand Prairie, TX",2026-04-06/2026-04-12,Plastic goods,cup_12oz,cup,33.0,0.0,33.0
"Qargo Coffee Grand Prairie, TX",2026-04-06/2026-04-12,Plastic goods,cup_16oz,cup,272.0,0.0,272.0
"Qargo Coffee Grand Prairie, TX",2026-04-06/2026-04-12,Plastic goods,cup_20oz,cup,306.0,0.0,306.0
"Qargo Coffee Grand Prairie, TX",2026-04-06/2026-04-12,Plastic goods,cup_24oz,cup,59.0,0.0,59.0
"Qargo Coffee Grand Prairie, TX",2026-04-06/2026-04-12,Plastic goods,lid,lid,670.0,0.0,670.0
"Qargo Coffee Grand Prairie, TX",2026-04-06/2026-04-12,Plastic goods,napkin,napkin,659.0,0.0,659.0
"Qargo Coffee Grand Prairie, TX",2026-04-06/2026-04-12,Plastic goods,sleeve,sleeve,293.0,0.0,293.0
"Qargo Coffee Grand Prairie, TX",2026-04-06/2026-04-12,Plastic goods,straw,straw,338.0,0.0,338.0
"Qargo Coffee Grand Prairie, TX",2026-04-13/2026-04-19,Plastic goods,cup_12oz,cup,32.0,0.0,32.0
"Qargo Coffee Grand Prairie, TX",2026-04-13/2026-04-19,Plastic goods,cup_16oz,cup,274.0,0.0,274.0
"Qargo Coffee Grand Prairie, TX",2026-04-13/2026-04-19,Plastic goods,cup_20oz,cup,276.0,0.0,276.0
"Qargo Coffee Grand Prairie, TX",2026-04-13/2026-04-19,Plastic goods,cup_24oz,cup,59.0,0.0,59.0
"Qargo Coffee Grand Prairie, TX",2026-04-13/2026-04-19,Plastic goods,lid,lid,641.0,0.0,641.0
"Qargo Coffee Grand Prairie, TX",2026-04-13/2026-04-19,Plastic goods,napkin,napkin,604.0,0.0,604.0
