store,category,subcategory,unit,avg_weekly_consumption,weeks_with_data
"Qargo Coffee St Petersburg, FL",Plastic goods,sleeve,sleeve,96.55,20
"Qargo Coffee St Petersburg, FL",Plastic goods,straw,straw,100.5,20
"Qargo Coffee St Petersburg, FL",Specialty Milk,Almond Milk,ml,326.3250890625,20
"Qargo Coffee St Petersburg, FL",Specialty Milk,Coconut Milk,ml,359.946461875,20
"Qargo Coffee St Petersburg, FL",Syrups,Chocolate Sauce,pump,49.15,20
"Qargo Coffee St Petersburg, FL",Syrups,Coconut Syrup,pump,20.714285714285715,20
"Qargo Coffee St Petersburg, FL",Syrups,Dragon Fruit Syrup,pump,28.0,20
"Qargo Coffee St Petersburg, FL",Syrups,Hazelnut Syrup,pump,10.3125,20
"Qargo Coffee St Petersburg, FL",Syrups,Pure Cane Syrup,pump,4.0,20
"Qargo Coffee St Petersburg, FL",Syrups,Rose Syrup,pump,5.4,20
"Qargo Coffee St Petersburg, FL",Syrups,Sweetner syrup (optional),pump,26.833333333333332,20
"Qargo Coffee St Petersburg, FL",Syrups,Syrup (Customer's Choice),pump,18.352941176470587,20
"Qargo Coffee St Petersburg, FL",Syrups,Syrup (Optional),pump,628.85,20
"Qargo Coffee St Petersburg, FL",Syrups,Vanilla Syrup,pump,3.25,20
"Qargo Coffee Tampa, FL",Coffee,,g,49613.25175,20
"Qargo Coffee Tampa, FL",Coffee,,ml,86388.73776700001,20
"Qargo Coffee Tampa, FL",Dairy,Coconut Cold Foam,ml,2021.2378243750002,20
"Qargo Coffee Tampa, FL",Dairy,Cold Cappuccino Foam,ml,534.7776005,20
"Qargo Coffee Tampa, FL",Dairy,Cold Milk,ml,67432.607495,20
"Qargo Coffee Tampa, FL",Dairy,Cream Base,g,32.5815,20
"Qargo Coffee Tampa, FL",Dairy,Greek Yogurt,g,28.996999999999996,20
"Qargo Coffee Tampa, FL",Dairy,Milk,ml,136157.066797125,20
"Qargo Coffee Tampa, FL",Dairy,Whipped Cream,ml,1.5285714285714287,20
"Qargo Coffee Tampa, FL",Dairy,Whipped Cream (Optional),ml,120.58900000000001,20
"Qargo Coffee Tampa, FL",Plastic goods,cup_12oz,cup,104.3,20
"Qargo Coffee Tampa, FL",Plastic goods,cup_16oz,cup,431.45,20
"Qargo Coffee Tampa, FL",Plastic goods,cup_20oz,cup,420.1,20
"Qargo Coffee Tampa, FL",Plastic goods,cup_24oz,cup,110.65,20
"Qargo Coffee Tampa, FL",Plastic goods,lid,lid,1066.5,20
"Qargo Coffee Tampa, FL",Plastic goods,napkin,napkin,962.25,20
"Qargo Coffee Tampa, FL",Plastic goods,sleeve,sleeve,525.3,20
"Qargo Coffee Tampa, FL",Plastic goods,straw,straw,419.35,20
"Qargo Coffee Tampa, FL",Specialty Milk,Coconut Milk,ml,139.23203800000002,20
"Qargo Coffee Tampa, FL",Syrups,Chocolate Sauce,pump,256.7,20
"Qargo Coffee Tampa, FL",Syrups,Coconut Syrup,pump,116.15,20
"Qargo Coffee Tampa, FL",Syrups,Dragon Fruit Syrup,pump,74.05,20
"Qargo Coffee Tampa, FL",Syrups,Rose Syrup,pump,4.285714285714286,20
"Qargo Coffee Tampa, FL",Syrups,Sweetner syrup (optional),pump,90.84210526315789,20
"Qargo Coffee Tampa, FL",Syrups,Syrup (Customer's Choice),pump,119.15,20
"Qargo Coffee Tampa, FL",Syrups,Syrup (Optional),pump,2931.75,20
"Qargo Coffee Tampa, FL",Syrups,Vanilla Syrup,pump,5.5,20
"Qargo Coffee Washington, DC (Lafayette)",Coffee,,g,22406.7095,20
"Qargo Coffee Washington, DC (Lafayette)",Coffee,,ml,69254.20909300001,20
"Qargo Coffee Washington, DC (Lafayette)",Dairy,Coconut Cold Foam,ml,766.1093,20
"Qargo Coffee Washington, DC (Lafayette)",Dairy,Cold Cappuccino Foam,ml,92.05424,20
"Qargo Coffee Washington, DC (Lafayette)",Dairy,Cold Milk,ml,13989.6554545,20
"Qargo Coffee Washington, DC (Lafayette)",Dairy,Cream Base,g,13.981333333333334,20
"Qargo Coffee Washington, DC (Lafayette)",Dairy,Greek Yogurt,g,10.878333333333334,20
"Qargo Coffee Washington, DC (Lafayette)",Dairy,Milk,ml,86745.515129625,20
"Qargo Coffee Washington, DC (Lafayette)",Dairy,Whipped Cream,ml,1.07,20
"Qargo Coffee Washington, DC (Lafayette)",Dairy,Whipped Cream (Optional),ml,42.853500000000004,20
"Qargo Coffee Washington, DC (Lafayette)",Plastic goods,cup_12oz,cup,53.6,20
"Qargo Coffee Washington, DC (Lafayette)",Plastic goods,cup_16oz,cup,329.95,20
"Qargo Coffee Washington, DC (Lafayette)",Plastic goods,cup_20oz,cup,151.3,20
"Qargo Coffee Washington, DC (Lafayette)",Plastic goods,cup_24oz,cup,23.55,20
"Qargo Coffee Washington, DC (Lafayette)",Plastic goods,lid,lid,558.4,20
"Qargo Coffee Washington, DC (Lafayette)",Plastic goods,napkin,napkin,509.9,20
"Qargo Coffee Washington, DC (Lafayette)",Plastic goods,sleeve,sleeve,391.35,20
"Qargo Coffee Washington, DC (Lafayette)",Plastic goods,straw,straw,112.95,20
"Qargo Coffee Washington, DC (Lafayette)",Specialty Milk,Almond Milk,ml,379.72374,20
"Qargo Coffee Washington, DC (Lafayette)",Specialty Milk,Coconut Milk,ml,339.45000999999996,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Chocolate Sauce,pump,85.95,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Coconut Syrup,pump,39.21052631578947,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Dragon Fruit Syrup,pump,25.0,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Hazelnut Syrup,pump,12.0,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Pure Cane Syrup,pump,3.0,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Sweetner syrup (optional),pump,13.4,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Syrup (Customer's Choice),pump,33.44444444444444,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Syrup (Optional),pump,1538.6,20
"Qargo Coffee Washington, DC (Lafayette)",Syrups,Vanilla Syrup,pump,2.3333333333333335,20
"Qargo Coffee Westerville, OH",Coffee,,g,27403.9305,20
"Qargo Coffee Westerville, OH",Coffee,,ml,45627.041757,20
"Qargo Coffee Westerville, OH",Dairy,Coconut Cold Foam,ml,1131.26030875,20
"Qargo Coffee Westerville, OH",Dairy,Cold Cappuccino Foam,ml,122.35542733333334,20
"Qargo Coffee Westerville, OH",Dairy,Cold Milk,ml,46281.995177,20
"Qargo Coffee Westerville, OH",Dairy,Cream Base,g,16.478,20
"Qargo Coffee Westerville, OH",Dairy,Greek Yogurt,g,8.8275,20
"Qargo Coffee Westerville, OH",Dairy,Milk,ml,89643.2819205,20
"Qargo Coffee Westerville, OH",Dairy,Whipped Cream,ml,1.3375000000000001,20
"Qargo Coffee Westerville, OH",Dairy,Whipped Cream (Optional),ml,72.0645,20
"Qargo Coffee Westerville, OH",Plastic goods,cup_12oz,cup,21.6,20
"Qargo Coffee Westerville, OH",Plastic goods,cup_16oz,cup,240.75,20
"Qargo Coffee Westerville, OH",Plastic goods,cup_20oz,cup,189.9,20
"Qargo Coffee Westerville, OH",Plastic goods,cup_24oz,cup,119.8,20
"Qargo Coffee Westerville, OH",Plastic goods,lid,lid,572.05,20
"Qargo Coffee Westerville, OH",Plastic goods,napkin,napkin,548.85,20
"Qargo Coffee Westerville, OH",Plastic goods,sleeve,sleeve,292.6,20
"Qargo Coffee Westerville, OH",Plastic goods,straw,straw,247.35,20
"Qargo Coffee Westerville, OH",Specialty Milk,Almond Milk,ml,640.78381125,20
"Qargo Coffee Westerville, OH",Specialty Milk,Coconut Milk,ml,452.5041235,20
"Qargo Coffee Westerville, OH",Syrups,Chocolate Sauce,pump,176.4,20
"Qargo Coffee Westerville, OH",Syrups,Cinnamon Syrup,pump,3.0,20
"Qargo Coffee Westerville, OH",Syrups,Coconut Syrup,pump,69.25,20
"Qargo Coffee Westerville, OH",Syrups,Dragon Fruit Syrup,pump,32.85,20
"Qargo Coffee Westerville, OH",Syrups,Ginger Syrup,pump,3.0,20
"Qargo Coffee Westerville, OH",Syrups,Hazelnut Syrup,pump,20.25,20
"Qargo Coffee Westerville, OH",Syrups,Pure Cane Syrup,pump,3.25,20
"Qargo Coffee Westerville, OH",Syrups,Rose Syrup,pump,7.5,20
"Qargo Coffee Westerville, OH",Syrups,Sweetner syrup (optional),pump,64.8,20
"Qargo Coffee Westerville, OH",Syrups,Syrup (Customer's Choice),pump,46.0,20
"Qargo Coffee Westerville, OH",Syrups,Syrup (Optional),pump,1660.75,20
"Qargo Coffee Westerville, OH",Syrups,Vanilla Syrup,pump,5.5,20
