product_name,category,ingredient,unit,size,quantity
Sweet Black,06. Boba Tea,Black Tea,Oz,size_2,4
Sweet Black,06. Boba Tea,Tapioca Pearls,Scoop,size_1,2
Sweet Black,06. Boba Tea,Tapioca Pearls,Scoop,size_2,3
Espresso Rose,06. Boba Tea,Ice Cubes,Cup,size_1,1
Espresso Rose,06. Boba Tea,Ice Cubes,Cup,size_2,1
Espresso Rose,06. Boba Tea,Milk,Oz,size_1,5
Espresso Rose,06. Boba Tea,Milk,Oz,size_2,6
Espresso Rose,06. Boba Tea,Rose Syrup,Pump,size_1,4
Espresso Rose,06. Boba Tea,Rose Syrup,Pump,size_2,5
Espresso Rose,06. Boba Tea,Espresso,Shot,size_1,2 Standard
Espresso Rose,06. Boba Tea,Espresso,Shot,size_2,2 Lungo
Espresso Rose,06. Boba Tea,Tapioca Pearls,Scoop,size_1,2
Espresso Rose,06. Boba Tea,Tapioca Pearls,Scoop,size_2,3
Pure Matcha,06. Boba Tea,Matcha (Culinary Grade),Tsp,size_1,3
Pure Matcha,06. Boba Tea,Matcha (Culinary Grade),Tsp,size_2,4
Pure Matcha,06. Boba Tea,Hot water,Oz,size_1,1
Pure Matcha,06. Boba Tea,Hot water,Oz,size_2,1
Pure Matcha,06. Boba Tea,Ice Cubes,Cup,size_1,1
Pure Matcha,06. Boba Tea,Ice Cubes,Cup,size_2,1
Pure Matcha,06. Boba Tea,Milk,Oz,size_1,5
Pure Matcha,06. Boba Tea,Milk,Oz,size_2,6
Pure Matcha,06. Boba Tea,Vanilla Syrup,Pump,size_1,2
Pure Matcha,06. Boba Tea,Vanilla Syrup,Pump,size_2,3
Pure Matcha,06. Boba Tea,Tapioca Pearls,Scoop,size_1,2
Pure Matcha,06. Boba Tea,Tapioca Pearls,Scoop,size_2,3
Mangoberry,06. Boba Tea,Ice Cubes,Cup,size_1,1
Mangoberry,06. Boba Tea,Ice Cubes,Cup,size_2,1
Mangoberry,06. Boba Tea,Milk,Oz,size_1,4
Mangoberry,06. Boba Tea,Milk,Oz,size_2,5
Mangoberry,06. Boba Tea,Mango Syrup,Pump,size_1,2
Mangoberry,06. Boba Tea,Mango Syrup,Pump,size_2,3
Mangoberry,06. Boba Tea,Strawberry Fruit Puree,Pump,size_1,2
Mangoberry,06. Boba Tea,Strawberry Fruit Puree,Pump,size_2,3
Mangoberry,06. Boba Tea,Mexican Hibiscus Mango & Moringa Infusion,Oz,size_1,3
Mangoberry,06. Boba Tea,Mexican Hibiscus Mango & Moringa Infusion,Oz,size_2,4
Mangoberry,06. Boba Tea,Tapioca Pearls,Scoop,size_1,2
Mangoberry,06. Boba Tea,Tapioca Pearls,Scoop,size_2,3
Hot Tea,07. Tea,Tea Bag,Bag,size_1,1
Hot Tea,07. Tea,Tea Bag,Bag,size_2,2
Hot Tea,07. Tea,Tea Bag,Bag,size_3,2
Hot Tea,07. Tea,Hot Water,Oz,size_1,15
Hot Tea,07. Tea,Hot Water,Oz,size_2,19
Hot Tea,07. Tea,Hot Water,Oz,size_3,23
Iced Tea,07. Tea,Ice Cubes,Cup,size_1,0.75
Iced Tea,07. Tea,Ice Cubes,Cup,size_2,0.75
Iced Tea,07. Tea,Ice Cubes,Cup,size_3,0.75
Pinsa Perfetta,11. Lunch,Bindi Margherita Pinsa,Unit,size_1,2025-01-02 00:00:00
Pinsa Perfetta,11. Lunch,Olive Oil,Drizzle,size_1,1
Pinsa Perfetta,11. Lunch,Dried oregano,Sprinkle,size_1,1
Pinsa Perfetta,11. Lunch,Basil,Leaf,size_1,6
Gelato Base,12. Gelato,Sprint Base (Assorted Flavors),Bag,size_1,1
Gelato Base,12. Gelato,Milk,Gr,size_1,2500
Affogato,12. Gelato,"Gelato
(Flavor of choice)",Scoop,size_1,1
Affogato,12. Gelato,Espresso,Shot,size_1,1 Standard
Gelato,12. Gelato,"Gelato in Cup
(Flavor of choice)",Oz,size_1,3
Gelato,12. Gelato,"Gelato in Cup
(Flavor of choice)",Oz,size_2,6
Gelato,12. Gelato,"Add Ons:
Caramel Sauce
Chocolate Sauce
White Chocolate Sauce",Drizzle or Sprinkle,size_1,1
Gelato,12. Gelato,"Add Ons:
Caramel Sauce
Chocolate Sauce
White Chocolate Sauce",Drizzle or Sprinkle,size_2,1
Cremato Cookies & Cream,12. Gelato,Vanilla Gelato,Oz,size_1,9
Cremato Cookies & Cream,12. Gelato,Vanilla Gelato,Oz,size_2,11
Cremato Cookies & Cream,12. Gelato,Vanilla Gelato,Oz,size_3,13
Cremato Cookies & Cream,12. Gelato,Milk,Oz,size_1,4
Cremato Cookies & Cream,12. Gelato,Milk,Oz,size_2,6
Cremato Cookies & Cream,12. Gelato,Milk,Oz,size_3,8
Cremato Cookies & Cream,12. Gelato,Crushed Oreo,Scoop,size_1,2
Cremato Cookies & Cream,12. Gelato,Crushed Oreo,Scoop,size_2,2.5
Cremato Cookies & Cream,12. Gelato,Crushed Oreo,Scoop,size_3,3
Cremato Cookies & Cream,12. Gelato,Whipped Cream,Rosette,size_1,1
Cremato Cookies & Cream,12. Gelato,Whipped Cream,Rosette,size_2,1
Cremato Cookies & Cream,12. Gelato,Whipped Cream,Rosette,size_3,1
Cremato Cookies & Cream,12. Gelato,Crushed Oreo (Topping),Scoop,size_1,0.5
Cremato Cookies & Cream,12. Gelato,Crushed Oreo (Topping),Scoop,size_2,0.5
Cremato Cookies & Cream,12. Gelato,Crushed Oreo (Topping),Scoop,size_3,0.5
Cremato di Matcha,12. Gelato,Vanilla Gelato,Oz,size_1,9
Cremato di Matcha,12. Gelato,Vanilla Gelato,Oz,size_2,11
Cremato di Matcha,12. Gelato,Vanilla Gelato,Oz,size_3,13
Cremato di Matcha,12. Gelato,Matcha,Tsp,size_1,2
Cremato di Matcha,12. Gelato,Matcha,Tsp,size_2,3
Cremato di Matcha,12. Gelato,Matcha,Tsp,size_3,3
Cremato di Matcha,12. Gelato,Milk,Oz,size_1,4
Cremato di Matcha,12. Gelato,Milk,Oz,size_2,6
Cremato di Matcha,12. Gelato,Milk,Oz,size_3,8
Cremato di Matcha,12. Gelato,Whipped Cream,Rosette,size_1,1
Cremato di Matcha,12. Gelato,Whipped Cream,Rosette,size_2,1
Cremato di Matcha,12. Gelato,Whipped Cream,Rosette,size_3,1
Cremato di Matcha,12. Gelato,Matcha (Topping),Tsp,size_1,2025-01-04 00:00:00
Cremato di Matcha,12. Gelato,Matcha (Topping),Tsp,size_2,2025-01-04 00:00:00
Cremato di Matcha,12. Gelato,Matcha (Topping),Tsp,size_3,2025-01-04 00:00:00
Cremato di Mocha,12. Gelato,Chocolate Gelato,Oz,size_1,9
Cremato di Mocha,12. Gelato,Chocolate Gelato,Oz,size_2,11
Cremato di Mocha,12. Gelato,Chocolate Gelato,Oz,size_3,13
Cremato di Mocha,12. Gelato,Milk,Oz,size_1,3
Cremato di Mocha,12. Gelato,Milk,Oz,size_2,5
Cremato di Mocha,12. Gelato,Milk,Oz,size_3,7
Cremato di Mocha,12. Gelato,Espresso,Shot,size_1,1 Standard
Cremato di Mocha,12. Gelato,Espresso,Shot,size_2,1 Lungo
Cremato di Mocha,12. Gelato,Espresso,Shot,size_3,2 Standard
Cremato di Mocha,12. Gelato,Whipped Cream,Rosette,size_1,1
Cremato di Mocha,12. Gelato,Whipped Cream,Rosette,size_2,1
Cremato di Mocha,12. Gelato,Whipped Cream,Rosette,size_3,1
Cremato di Mocha,12. Gelato,Chocolate Sauce,Pump,size_1,1
Cremato di Mocha,12. Gelato,Chocolate Sauce,Pump,size_2,1
Cremato di Mocha,12. Gelato,Chocolate Sauce,Pump,size_3,1
Strawberry-Chia Parfait,13. Sweet Treats,Greek Yogurt,Oz,size_1,7
Strawberry-Chia Parfait,13. Sweet Treats,Chia Seeds,Tsp,size_1,1
Strawberry-Chia Parfait,13. Sweet Treats,Strawberry Fruit Puree,Oz,size_1,0.5
Strawberry-Chia Parfait,13. Sweet Treats,Honey Oat Granola,Scoop,size_1,3
Croissant al Gelato,13. Sweet Treats,Croissant,Unit,size_1,1
Croissant al Gelato,13. Sweet Treats,"Gelato
(Flavor of choice)",Scoop,size_1,1
Croissant al Gelato,13. Sweet Treats,"Sauce
(Flavor of choice)",Drizzle,size_1,1
Batter,13. Sweet Treats,Pancake Premix,Oz,size_1,10
Batter,13. Sweet Treats,Water,Oz,size_1,10
Italian Rustic Sandwich,13. Sweet Treats,"Choice of Bread 
(Butter Croissant or Bagel)",Unit,size_1,1
Italian Rustic Sandwich,13. Sweet Treats,Mozzarella Cheese,Slice,size_1,1
Italian Rustic Sandwich,13. Sweet Treats,Turkey Bacon,Slice,size_1,2
Drip Coffee,01. Hot Classics,Brewed Coffee,Oz,size_1,16
Drip Coffee,01. Hot Classics,Brewed Coffee,Oz,size_2,20
Drip Coffee,01. Hot Classics,Brewed Coffee,Oz,size_3,24
Iced Coffee,01.1 Iced Classics,Cold Coffee,Oz,size_1,10
Iced Coffee,01.1 Iced Classics,Cold Coffee,Oz,size_2,13
Iced Coffee,01.1 Iced Classics,Cold Coffee,Oz,size_3,16
Iced Tea,07. Tea,Brewed Cold Tea,Oz,size_1,10
Iced Tea,07. Tea,Brewed Cold Tea,Oz,size_2,13
Iced Tea,07. Tea,Brewed Cold Tea,Oz,size_3,16
Espresso Con Panna,01. Hot Classics,Espresso,Shot,size_1,2 Standard
Espresso Con Panna,01. Hot Classics,Whipped Cream,Rosette,size_1,1
Espresso Macchiato,01. Hot Classics,Espresso,Shot,size_1,2 Standard
Espresso Macchiato,01. Hot Classics,Milk,Oz,size_1,0.5
Cortado,01. Hot Classics,Espresso,Shot,size_1,2 Standard
Cortado,01. Hot Classics,Milk,Oz,size_1,2
Sweet Potato,08. Pets,Sweet Potato Puree,Oz,size_1,10
Sweet Potato,08. Pets,Whipped Cream,Rosette,size_1,1
Seasoning Mix,10. Breakfast,Salt,Oz,size_1,5
Seasoning Mix,10. Breakfast,Pepper,Oz,size_1,2.5
Seasoning Mix,10. Breakfast,Dried Oregano,Oz,size_1,2.5
Veggie Caprese Sandwich,10. Breakfast,"Choice of Bread 
(Butter Croissant or Bagel)",Unit,size_1,1
Veggie Caprese Sandwich,10. Breakfast,Sliced Tomatoes,Slice,size_1,2
Veggie Caprese Sandwich,10. Breakfast,Fresh Mozzarella,Slice,size_1,2
Veggie Caprese Sandwich,10. Breakfast,Fresh Basil,Leaf,size_1,3
Veggie Caprese Sandwich,10. Breakfast,Balsamic Vinegar,Drizzle,size_1,1
Veggie Caprese Sandwich,10. Breakfast,Olive Oil,Drizzle,size_1,1
Veggie Caprese Sandwich,10. Breakfast,Seasoning Mix,Sprinkle,size_1,1
Cheddar & Crisp,10. Breakfast,"Choice of Bread 
(Butter Croissant or Bagel)",Unit,size_1,1
Cheddar & Crisp,10. Breakfast,Scrambled Egg Patty,Unit,size_1,1
Cheddar & Crisp,10. Breakfast,Sliced Cheddar Cheese,Slice,size_1,1
Cheddar & Crisp,10. Breakfast,Turkey Bacon,Slice,size_1,3
Qargo Classic,10. Breakfast,"Choice of Bread 
(Butter Croissant or Bagel)",Unit,size_1,1
Qargo Classic,10. Breakfast,Turkey Sausage Patty,Unit,size_1,1
Qargo Classic,10. Breakfast,Scrambled Egg Patty,Unit,size_1,1
Qargo Classic,10. Breakfast,Sliced Cheddar Cheese,Slice,size_1,1
Salmone Mattina,10. Breakfast,Bagel,Unit,size_1,1
Salmone Mattina,10. Breakfast,Scrambled Egg Patty,Unit,size_1,1
Salmone Mattina,10. Breakfast,Avocado,Tbsp,size_1,2
Salmone Mattina,10. Breakfast,Smoked Salmon,Slice,size_1,2
Salmone Mattina,10. Breakfast,Arugula,Handful,size_1,1
Salmone Mattina,10. Breakfast,Olive Oil,Drizzle,size_1,1
Salmone Mattina,10. Breakfast,Lemon Juice,Drizzle,size_1,1
Prosciutto Royale,10. Breakfast,Focaccia / Ciabatta,Unit,size_1,1
Prosciutto Royale,10. Breakfast,Sliced Mozzarella Cheese,Slice,size_1,2
Prosciutto Royale,10. Breakfast,Crumbled Blue Cheese,Tbsp,size_1,1
Prosciutto Royale,10. Breakfast,Scrambled Egg Patty,Unit,size_1,1
Prosciutto Royale,10. Breakfast,Olive Oil,Drizzle,size_1,1
Prosciutto Royale,10. Breakfast,Seasoning Mix,Sprinkle,size_1,1
Prosciutto Royale,10. Breakfast,Prosciutto,Slice,size_1,2
Prosciutto Royale,10. Breakfast,Arugula,Handful,size_1,1
Caprese al Croissant,10. Breakfast,Croissant,Unit,size_1,1
Caprese al Croissant,10. Breakfast,Sliced Tomatoes,Slice,size_1,2
Caprese al Croissant,10. Breakfast,Roasted Bell Peppers,Slice,size_1,6
Caprese al Croissant,10. Breakfast,Fresh Mozzarella,Slice,size_1,2
Caprese al Croissant,10. Breakfast,Olive Oil,Drizzle,size_1,1
Caprese al Croissant,10. Breakfast,Avocado,Tbsp,size_1,1
Caprese al Croissant,10. Breakfast,Crushed Pistachio,Tbsp,size_1,1
Caprese al Croissant,10. Breakfast,Arugula,Handful,size_1,1
Caprese al Croissant,10. Breakfast,Basil,Leaf,size_1,4
Seasoning Mix,11. Lunch,Salt,Oz,size_1,5
Seasoning Mix,11. Lunch,Pepper,Oz,size_1,2.5
Seasoning Mix,11. Lunch,Dried Oregano,Oz,size_1,2.5
Pesto Pomodoro Sandwich,11. Lunch,Focaccia,Unit,size_1,1
Pesto Pomodoro Sandwich,11. Lunch,Pesto,Tbsp,size_1,1
Pesto Pomodoro Sandwich,11. Lunch,Fresh Mozzarella,Slice,size_1,3
Pesto Pomodoro Sandwich,11. Lunch,Sliced Tomatoes,Slice,size_1,3
Pesto Pomodoro Sandwich,11. Lunch,Olive Oil,Drizzle,size_1,1
Pesto Pomodoro Sandwich,11. Lunch,Arugula,Handful,size_1,1
Pesto Pomodoro Sandwich,11. Lunch,Seasoning Mix,Sprinkle,size_1,1
Turkey Bacon Classico Sandwich,11. Lunch,Pinsa / Focaccia,Unit,size_1,1
Turkey Bacon Classico Sandwich,11. Lunch,Cream Cheese,Unit,size_1,1
Turkey Bacon Classico Sandwich,11. Lunch,Sliced Tomatoes,Slice,size_1,3
Turkey Bacon Classico Sandwich,11. Lunch,Sliced Mozzarella Cheese,Slice,size_1,2
Turkey Bacon Classico Sandwich,11. Lunch,Crumbled Blue Cheese,Tbsp,size_1,1
Turkey Bacon Classico Sandwich,11. Lunch,Turkey Bacon,Slice,size_1,3
Turkey Bacon Classico Sandwich,11. Lunch,Arugula,Handful,size_1,1
Turkey Bacon Al Fresco Sandwich,11. Lunch,Focaccia,Unit,size_1,1
Turkey Bacon Al Fresco Sandwich,11. Lunch,Pesto,Tbsp,size_1,1
Turkey Bacon Al Fresco Sandwich,11. Lunch,Sliced Mozzarella Cheese,Slice,size_1,2
Turkey Bacon Al Fresco Sandwich,11. Lunch,Turkey Bacon,Slice,size_1,3
Turkey Bacon Formaggio,11. Lunch,Focaccia,Unit,size_1,1
Turkey Bacon Formaggio,11. Lunch,Cream Cheese,Tbsp,size_1,1
Turkey Bacon Formaggio,11. Lunch,Sliced Mozzarella Cheese,Slice,size_1,2
Turkey Bacon Formaggio,11. Lunch,Sliced Cheddar Cheese,Slice,size_1,1
Turkey Bacon Formaggio,11. Lunch,Turkey Bacon,Slice,size_1,3
Turkey Bacon Formaggio,11. Lunch,Sliced Pickles,Slice,size_1,4
Salmone Fresco,11. Lunch,Smoked salmon,Slice,size_1,2
Salmone Fresco,11. Lunch,Capers,Tbsp,size_1,1
Salmone Fresco,11. Lunch,Cream Cheese,Unit,size_1,1
Salmone Fresco,11. Lunch,Arugula,Handful,size_1,1
Salmone Fresco,11. Lunch,Lemon Juice,Drizzle,size_1,1
Salmone Fresco,11. Lunch,Olive oil,Drizzle,size_1,1
Salmone Fresco,11. Lunch,Focaccia / Ciabatta,Unit,size_1,1
Pinsa di Pollo,11. Lunch,Mayonnaise,Tbsp,size_1,1
Pinsa di Pollo,11. Lunch,Mustard,Tbsp,size_1,0.5
Pinsa di Pollo,11. Lunch,Sliced Mozzarella Cheese,Slice,size_1,2
Pinsa di Pollo,11. Lunch,Crumbled Blue Cheese,Tbs,size_1,1
Pinsa di Pollo,11. Lunch,Grilled Chicken Breast,Slice,size_1,3
Pinsa di Pollo,11. Lunch,Arugula,Handful,size_1,1
Pinsa di Pollo,11. Lunch,Olive Oil,Drizzle,size_1,1
Pinsa di Pollo,11. Lunch,Seasoning Mix,Sprinkle,size_1,1
Pinsa di Pollo,11. Lunch,Pinsa / Ciabatta,Unit,size_1,1
Belgian Waffles,13. Sweet Treats,Batter,,size_1,Oz
Belgian Waffles,13. Sweet Treats,Batter,,size_2,8
Belgian Waffles,13. Sweet Treats,PAM Spray,,size_1,Pumps
Belgian Waffles,13. Sweet Treats,PAM Spray,,size_2,2
Belgian Waffles,13. Sweet Treats,"Sauce Options
(As requested by the customer)",Chocolate,size_1,Drizzle
Belgian Waffles,13. Sweet Treats,"Sauce Options
(As requested by the customer)",Chocolate,size_2,1.5 oz
Belgian Waffles,13. Sweet Treats,"Fruit Options 
(As requested by the customer)",Sliced Banana,size_1,Unit
Belgian Waffles,13. Sweet Treats,"Fruit Options 
(As requested by the customer)",Sliced Banana,size_2,0.5
Belgian Waffles,13. Sweet Treats,Confectioners Sugar,,size_1,Sprinkle
Belgian Waffles,13. Sweet Treats,Confectioners Sugar,,size_2,1
Belgian Waffles,13. Sweet Treats,Whipped Cream,,size_1,Rosette
Belgian Waffles,13. Sweet Treats,Whipped Cream,,size_2,1
